date,time,event_type,payload
"2026-04-08","2026/4/8 22:26:10","task.edited","{""field"":""title"",""taskId"":""1775621111266-dgfn""}"
"2026-04-08","2026/4/8 22:26:30","task.created","{""title"":""老托听力1"",""source"":""editor"",""taskId"":""t-1775658390347-j9ea""}"
"2026-04-08","2026/4/8 22:26:32","app.quit","{}"
"2026-04-08","2026/4/8 23:29:05","app.launched","{}"
"2026-04-08","2026/4/8 23:29:10","task.reordered","{""taskId"":""1775621111266-c7ql"",""toIndex"":0,""fromIndex"":1}"
"2026-04-08","2026/4/8 23:29:12","task.reordered","{""taskId"":""1775621111266-dgfn"",""toIndex"":0,""fromIndex"":2}"
"2026-04-09","2026/4/9 00:10:27","task.carried_over","{""taskIds"":[""1775621111266-dgfn"",""1775621111266-c7ql"",""1775621111266-vjea"",""1775621111272-56qv"",""t-1775658390347-j9ea""],""fromDate"":""2026-04-08""}"
"2026-04-09","2026/4/9 00:10:29","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-qioj"",""title"":""写作整理""},{""id"":""1775664627732-3fao"",""title"":""邮件写作""},{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""1775664627732-22i7"",""title"":""口语前两问""},{""id"":""1775664627732-zkc4"",""title"":""老托听力1""}],""taskCount"":5}"
"2026-04-09","2026/4/9 00:10:29","plan.focus_selected","{""taskId"":""1775664627732-qioj"",""taskTitle"":""写作整理""}"
"2026-04-09","2026/4/9 00:10:29","mode.widget_entered","{}"
"2026-04-09","2026/4/9 00:10:30","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-qioj"",""title"":""写作整理""},{""id"":""1775664627732-3fao"",""title"":""邮件写作""},{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""1775664627732-22i7"",""title"":""口语前两问""},{""id"":""1775664627732-zkc4"",""title"":""老托听力1""}],""taskCount"":5}"
"2026-04-09","2026/4/9 00:10:30","plan.focus_selected","{""taskId"":""1775664627732-qioj"",""taskTitle"":""写作整理""}"
"2026-04-09","2026/4/9 00:10:30","plan.first_micro","{""source"":""ai_chip"",""taskId"":""1775664627732-qioj"",""taskTitle"":""写作整理"",""microAction"":""点击新建空白文档""}"
"2026-04-09","2026/4/9 00:10:30","session.started","{""taskId"":""1775664627732-qioj"",""sessionId"":""s-1775664630690-us64"",""taskTitle"":""写作整理""}"
"2026-04-09","2026/4/9 00:10:30","exec.micro_started","{""taskId"":""1775664627732-qioj"",""sessionId"":""s-1775664630690-us64"",""taskTitle"":""写作整理"",""microAction"":""点击新建空白文档""}"
"2026-04-09","2026/4/9 00:10:32","exec.micro_completed","{""taskId"":""1775664627732-qioj"",""sessionId"":""s-1775664630690-us64"",""taskTitle"":""写作整理"",""microAction"":""点击新建空白文档"",""actualSeconds"":1}"
"2026-04-09","2026/4/9 01:27:55","exec.flow_ended","{""taskId"":""1775664627732-qioj"",""endReason"":""task_done"",""sessionId"":""s-1775664630690-us64"",""taskTitle"":""写作整理"",""flowDurationSeconds"":4643}"
"2026-04-09","2026/4/9 01:27:55","session.macro_completed","{""taskId"":""1775664627732-qioj"",""taskTitle"":""写作整理"",""completedVia"":""flow""}"
"2026-04-09","2026/4/9 01:27:55","session.ended","{""taskId"":""1775664627732-qioj"",""endReason"":""task_done"",""sessionId"":""s-1775664630690-us64"",""taskTitle"":""写作整理"",""completedMicroSteps"":1,""totalDurationSeconds"":4645}"
"2026-04-09","2026/4/9 01:28:43","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-3fao"",""title"":""邮件写作""},{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""1775664627732-22i7"",""title"":""口语前两问""},{""id"":""1775664627732-zkc4"",""title"":""老托听力1""}],""taskCount"":4}"
"2026-04-09","2026/4/9 01:28:43","plan.focus_selected","{""taskId"":""1775664627732-22i7"",""taskTitle"":""口语前两问""}"
"2026-04-09","2026/4/9 01:28:43","plan.first_micro","{""source"":""ai_chip"",""taskId"":""1775664627732-22i7"",""taskTitle"":""口语前两问"",""microAction"":""打开口语题库页面""}"
"2026-04-09","2026/4/9 01:28:43","session.started","{""taskId"":""1775664627732-22i7"",""sessionId"":""s-1775669323828-nqi4"",""taskTitle"":""口语前两问""}"
"2026-04-09","2026/4/9 01:28:43","exec.micro_started","{""taskId"":""1775664627732-22i7"",""sessionId"":""s-1775669323828-nqi4"",""taskTitle"":""口语前两问"",""microAction"":""打开口语题库页面""}"
"2026-04-09","2026/4/9 01:29:09","exec.micro_completed","{""taskId"":""1775664627732-22i7"",""sessionId"":""s-1775669323828-nqi4"",""taskTitle"":""口语前两问"",""microAction"":""打开口语题库页面"",""actualSeconds"":25}"
"2026-04-09","2026/4/9 01:33:51","exec.flow_ended","{""taskId"":""1775664627732-22i7"",""endReason"":""task_done"",""sessionId"":""s-1775669323828-nqi4"",""taskTitle"":""口语前两问"",""flowDurationSeconds"":281}"
"2026-04-09","2026/4/9 01:33:51","session.macro_completed","{""taskId"":""1775664627732-22i7"",""taskTitle"":""口语前两问"",""completedVia"":""flow""}"
"2026-04-09","2026/4/9 01:33:51","session.ended","{""taskId"":""1775664627732-22i7"",""endReason"":""task_done"",""sessionId"":""s-1775669323828-nqi4"",""taskTitle"":""口语前两问"",""completedMicroSteps"":1,""totalDurationSeconds"":307}"
"2026-04-09","2026/4/9 16:11:36","app.launched","{}"
"2026-04-09","2026/4/9 20:53:59","app.launched","{}"
"2026-04-09","2026/4/9 22:19:05","task.created","{""title"":""新听力1"",""source"":""editor"",""taskId"":""t-1775744345834-9mr4""}"
"2026-04-09","2026/4/9 22:19:08","task.created","{""title"":""新阅读1"",""source"":""editor"",""taskId"":""t-1775744348921-k2c7""}"
"2026-04-09","2026/4/9 22:19:12","task.created","{""title"":""日语单词"",""source"":""editor"",""taskId"":""t-1775744352597-oa3a""}"
"2026-04-09","2026/4/9 23:03:14","plan.focus_selected","{""taskId"":""1775664627732-3fao"",""taskTitle"":""邮件写作""}"
"2026-04-09","2026/4/9 23:03:14","mode.widget_entered","{}"
"2026-04-09","2026/4/9 23:03:14","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-3fao"",""title"":""邮件写作""},{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""t-1775744345834-9mr4"",""title"":""新听力1""},{""id"":""t-1775744348921-k2c7"",""title"":""新阅读1""},{""id"":""t-1775744352597-oa3a"",""title"":""日语单词""}],""taskCount"":5}"
"2026-04-09","2026/4/9 23:03:22","exec.micro_started","{""taskId"":""1775664627732-3fao"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""microAction"":""打开匹克""}"
"2026-04-09","2026/4/9 23:03:22","plan.focus_selected","{""taskId"":""1775664627732-3fao"",""taskTitle"":""邮件写作""}"
"2026-04-09","2026/4/9 23:03:22","plan.first_micro","{""source"":""self"",""taskId"":""1775664627732-3fao"",""taskTitle"":""邮件写作"",""microAction"":""打开匹克""}"
"2026-04-09","2026/4/9 23:03:22","session.started","{""taskId"":""1775664627732-3fao"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作""}"
"2026-04-09","2026/4/9 23:03:22","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-3fao"",""title"":""邮件写作""},{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""t-1775744345834-9mr4"",""title"":""新听力1""},{""id"":""t-1775744348921-k2c7"",""title"":""新阅读1""},{""id"":""t-1775744352597-oa3a"",""title"":""日语单词""}],""taskCount"":5}"
"2026-04-09","2026/4/9 23:03:25","exec.micro_completed","{""taskId"":""1775664627732-3fao"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""microAction"":""打开匹克"",""actualSeconds"":2}"
"2026-04-09","2026/4/9 23:05:42","session.paused","{""taskId"":""1775664627732-3fao"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""microAction"":""邮件写作"",""elapsedSeconds"":139,""completedMicroSteps"":1}"
"2026-04-09","2026/4/9 23:24:41","session.resumed","{""taskId"":""1775664627732-3fao"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""microAction"":""邮件写作"",""originalSessionId"":""s-1775747002997-1hap"",""elapsedBeforePause"":139,""completedMicroSteps"":1,""pausedDurationSeconds"":1138}"
"2026-04-09","2026/4/9 23:38:05","exec.flow_ended","{""taskId"":""1775664627732-3fao"",""endReason"":""task_done"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""flowDurationSeconds"":804}"
"2026-04-09","2026/4/9 23:38:05","session.macro_completed","{""taskId"":""1775664627732-3fao"",""taskTitle"":""邮件写作"",""completedVia"":""flow""}"
"2026-04-09","2026/4/9 23:38:05","session.ended","{""taskId"":""1775664627732-3fao"",""endReason"":""task_done"",""sessionId"":""s-1775747002997-1hap"",""taskTitle"":""邮件写作"",""completedMicroSteps"":1,""totalDurationSeconds"":943}"
"2026-04-09","2026/4/9 23:39:13","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""t-1775744345834-9mr4"",""title"":""新听力1""},{""id"":""t-1775744348921-k2c7"",""title"":""新阅读1""},{""id"":""t-1775744352597-oa3a"",""title"":""日语单词""},{""id"":""t-1775749133731-kfqh"",""title"":""学术讨论""}],""taskCount"":5}"
"2026-04-09","2026/4/9 23:39:13","plan.first_micro","{""source"":""self"",""taskId"":""t-1775749133731-kfqh"",""taskTitle"":""学术讨论"",""microAction"":""截屏学术讨论题目到word""}"
"2026-04-09","2026/4/9 23:39:13","session.started","{""taskId"":""t-1775749133731-kfqh"",""sessionId"":""s-1775749153947-k6ud"",""taskTitle"":""学术讨论""}"
"2026-04-09","2026/4/9 23:39:13","exec.micro_started","{""taskId"":""t-1775749133731-kfqh"",""sessionId"":""s-1775749153947-k6ud"",""taskTitle"":""学术讨论"",""microAction"":""截屏学术讨论题目到word""}"
"2026-04-09","2026/4/9 23:39:13","plan.focus_selected","{""taskId"":""t-1775749133731-kfqh"",""taskTitle"":""学术讨论""}"
"2026-04-09","2026/4/9 23:39:16","exec.micro_completed","{""taskId"":""t-1775749133731-kfqh"",""sessionId"":""s-1775749153947-k6ud"",""taskTitle"":""学术讨论"",""microAction"":""截屏学术讨论题目到word"",""actualSeconds"":2}"
"2026-04-09","2026/4/9 23:39:21","session.paused","{""taskId"":""t-1775749133731-kfqh"",""sessionId"":""s-1775749153947-k6ud"",""taskTitle"":""学术讨论"",""microAction"":""学术讨论"",""elapsedSeconds"":7,""completedMicroSteps"":1}"
"2026-04-10","2026/4/10 00:22:17","plan.first_micro","{""source"":""self"",""taskId"":""t-1775744345834-9mr4"",""taskTitle"":""新听力1"",""microAction"":""打开匹克""}"
"2026-04-10","2026/4/10 00:22:17","exec.micro_started","{""taskId"":""t-1775744345834-9mr4"",""sessionId"":""s-1775751737480-7gd1"",""taskTitle"":""新听力1"",""microAction"":""打开匹克""}"
"2026-04-10","2026/4/10 00:22:17","session.started","{""taskId"":""t-1775744345834-9mr4"",""sessionId"":""s-1775751737480-7gd1"",""taskTitle"":""新听力1""}"
"2026-04-10","2026/4/10 00:22:17","plan.brain_dump","{""tasks"":[{""id"":""1775664627732-4fkm"",""title"":""主题词汇""},{""id"":""t-1775744345834-9mr4"",""title"":""新听力1""},{""id"":""t-1775744348921-k2c7"",""title"":""新阅读1""},{""id"":""t-1775744352597-oa3a"",""title"":""日语单词""}],""taskCount"":4}"
"2026-04-10","2026/4/10 00:22:17","plan.focus_selected","{""taskId"":""t-1775744345834-9mr4"",""taskTitle"":""新听力1""}"
"2026-04-10","2026/4/10 00:22:19","exec.micro_completed","{""taskId"":""t-1775744345834-9mr4"",""sessionId"":""s-1775751737480-7gd1"",""taskTitle"":""新听力1"",""microAction"":""打开匹克"",""actualSeconds"":1}"
"2026-04-10","2026/4/10 00:32:04","session.macro_completed","{""taskId"":""t-1775744345834-9mr4"",""taskTitle"":""新听力1"",""completedVia"":""flow""}"
"2026-04-10","2026/4/10 00:32:04","exec.flow_ended","{""taskId"":""t-1775744345834-9mr4"",""endReason"":""task_done"",""sessionId"":""s-1775751737480-7gd1"",""taskTitle"":""新听力1"",""flowDurationSeconds"":585}"
"2026-04-10","2026/4/10 00:32:04","session.ended","{""taskId"":""t-1775744345834-9mr4"",""endReason"":""task_done"",""sessionId"":""s-1775751737480-7gd1"",""taskTitle"":""新听力1"",""completedMicroSteps"":1,""totalDurationSeconds"":587}"
"2026-04-10","2026/4/10 23:17:10","nav.date_changed","{""to"":""2026-04-10"",""from"":""2026-04-09"",""method"":""today""}"
"2026-04-10","2026/4/10 23:17:34","task.carried_over","{""taskIds"":[""1775664627732-4fkm"",""t-1775744348921-k2c7""],""fromDate"":""2026-04-09""}"
"2026-04-10","2026/4/10 23:17:41","mode.widget_entered","{}"
"2026-04-10","2026/4/10 23:17:46","mode.widget_expanded","{}"
"2026-04-10","2026/4/10 23:17:53","task.created","{""title"":""日语单词"",""source"":""editor"",""taskId"":""t-1775834273727-pi6n""}"
"2026-04-10","2026/4/10 23:18:13","task.created","{""title"":""口语1套"",""source"":""editor"",""taskId"":""t-1775834293197-6ldu""}"
"2026-04-10","2026/4/10 23:18:30","mode.widget_entered","{}"
"2026-04-10","2026/4/10 23:18:30","plan.focus_selected","{""taskId"":""1775834254807-hfiq"",""taskTitle"":""新阅读1""}"
"2026-04-10","2026/4/10 23:18:30","plan.brain_dump","{""tasks"":[{""id"":""1775834254807-dbsb"",""title"":""主题词汇""},{""id"":""1775834254807-hfiq"",""title"":""新阅读1""},{""id"":""t-1775834273727-pi6n"",""title"":""日语单词""},{""id"":""t-1775834293197-6ldu"",""title"":""口语1套""}],""taskCount"":4}"
"2026-04-10","2026/4/10 23:18:50","exec.micro_started","{""taskId"":""1775834254807-hfiq"",""sessionId"":""s-1775834330121-58yy"",""taskTitle"":""新阅读1"",""microAction"":""打开匹克""}"
"2026-04-10","2026/4/10 23:18:50","plan.brain_dump","{""tasks"":[{""id"":""1775834254807-dbsb"",""title"":""主题词汇""},{""id"":""1775834254807-hfiq"",""title"":""新阅读1""},{""id"":""t-1775834273727-pi6n"",""title"":""日语单词""},{""id"":""t-1775834293197-6ldu"",""title"":""口语1套""}],""taskCount"":4}"
"2026-04-10","2026/4/10 23:18:50","plan.focus_selected","{""taskId"":""1775834254807-hfiq"",""taskTitle"":""新阅读1""}"
"2026-04-10","2026/4/10 23:18:50","plan.first_micro","{""source"":""self"",""taskId"":""1775834254807-hfiq"",""taskTitle"":""新阅读1"",""microAction"":""打开匹克""}"
"2026-04-10","2026/4/10 23:18:50","session.started","{""taskId"":""1775834254807-hfiq"",""sessionId"":""s-1775834330121-58yy"",""taskTitle"":""新阅读1""}"
"2026-04-10","2026/4/10 23:22:10","exec.micro_completed","{""taskId"":""1775834254807-hfiq"",""sessionId"":""s-1775834330121-58yy"",""taskTitle"":""新阅读1"",""microAction"":""打开匹克"",""actualSeconds"":200}"
"2026-04-10","2026/4/10 23:43:03","session.macro_completed","{""taskId"":""1775834254807-hfiq"",""taskTitle"":""新阅读1"",""completedVia"":""flow""}"
"2026-04-10","2026/4/10 23:43:03","session.ended","{""taskId"":""1775834254807-hfiq"",""endReason"":""task_done"",""sessionId"":""s-1775834330121-58yy"",""taskTitle"":""新阅读1"",""completedMicroSteps"":1,""totalDurationSeconds"":1453}"
"2026-04-10","2026/4/10 23:43:03","exec.flow_ended","{""taskId"":""1775834254807-hfiq"",""endReason"":""task_done"",""sessionId"":""s-1775834330121-58yy"",""taskTitle"":""新阅读1"",""flowDurationSeconds"":1252}"
"2026-04-11","2026/4/11 00:02:08","plan.first_micro","{""source"":""ai_chip"",""taskId"":""t-1775834293197-6ldu"",""taskTitle"":""口语1套"",""microAction"":""打开口语模考页面""}"
"2026-04-11","2026/4/11 00:02:08","plan.focus_selected","{""taskId"":""t-1775834293197-6ldu"",""taskTitle"":""口语1套""}"
"2026-04-11","2026/4/11 00:02:08","exec.micro_started","{""taskId"":""t-1775834293197-6ldu"",""sessionId"":""s-1775836928801-z3qf"",""taskTitle"":""口语1套"",""microAction"":""打开口语模考页面""}"
"2026-04-11","2026/4/11 00:02:08","session.started","{""taskId"":""t-1775834293197-6ldu"",""sessionId"":""s-1775836928801-z3qf"",""taskTitle"":""口语1套""}"
"2026-04-11","2026/4/11 00:02:08","plan.brain_dump","{""tasks"":[{""id"":""1775834254807-dbsb"",""title"":""主题词汇""},{""id"":""t-1775834273727-pi6n"",""title"":""日语单词""},{""id"":""t-1775834293197-6ldu"",""title"":""口语1套""}],""taskCount"":3}"
"2026-04-11","2026/4/11 00:22:26","exec.micro_completed","{""taskId"":""t-1775834293197-6ldu"",""sessionId"":""s-1775836928801-z3qf"",""taskTitle"":""口语1套"",""microAction"":""打开口语模考页面"",""actualSeconds"":1218}"
"2026-04-11","2026/4/11 00:32:55","session.ended","{""taskId"":""t-1775834293197-6ldu"",""endReason"":""task_done"",""sessionId"":""s-1775836928801-z3qf"",""taskTitle"":""口语1套"",""completedMicroSteps"":1,""totalDurationSeconds"":1846}"
"2026-04-11","2026/4/11 00:32:55","session.macro_completed","{""taskId"":""t-1775834293197-6ldu"",""taskTitle"":""口语1套"",""completedVia"":""flow""}"
"2026-04-11","2026/4/11 00:32:55","exec.flow_ended","{""taskId"":""t-1775834293197-6ldu"",""endReason"":""task_done"",""sessionId"":""s-1775836928801-z3qf"",""taskTitle"":""口语1套"",""flowDurationSeconds"":628}"
"2026-04-11","2026/4/11 00:33:48","plan.focus_selected","{""taskId"":""t-1775838817672-ryms"",""taskTitle"":""修改邮件写作""}"
"2026-04-11","2026/4/11 00:33:48","exec.micro_started","{""taskId"":""t-1775838817672-ryms"",""sessionId"":""s-1775838828576-am7b"",""taskTitle"":""修改邮件写作"",""microAction"":""打开写作文档""}"
"2026-04-11","2026/4/11 00:33:48","session.started","{""taskId"":""t-1775838817672-ryms"",""sessionId"":""s-1775838828576-am7b"",""taskTitle"":""修改邮件写作""}"
